OrderNo, TotalOrderDiscount ,OrderTime,DeliveryTimeslot,OrderDate,DeliveryDate
434669953,    ,11:00 AM,Between 10:00 am and 2:00 pm,6/5/2015,6/12/2015
934698975,-0.78,11.3 AM,Between 10:00 am and 2:00 pm,6/5/2015,6/9/2015
56351478,-15.59,11.42 AM,Between 10:00 am and 2:00 pm,6/5/2015,6/11/2015
428189529,-9.25,11.31 AM,Between 2:00 pm and 6:00 pm,6/5/2015,6/6/2015
976284407,-0.45,11.27 AM,Between 6:00 pm and 10:00 pm,6/5/2015,6/6/2015
195671678,-13.39,11.53 AM,Between 6:00 pm and 10:00 pm,6/5/2015,6/6/2015
838487597,-21.35,11.45 AM,Between 6:00 pm and 10:00 pm,6/5/2015,6/9/2015
953056215,-12.4,12.37 PM,Between 10:00 am and 2:00 pm,6/5/2015,6/9/2015
760655872,-20.79,12.12 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/8/2015
200991107,-10.19,12.43 PM,Between 6:00 pm and 10:00 pm,6/5/2015,6/8/2015
328429338,    ,12.25 PM,Between 10:00 am and 2:00 pm,6/5/2015,6/8/2015
662702297,-22.39,2.49 PM,Between 10:00 am and 2:00 pm,6/5/2015,6/8/2015
491617382,-10,3.58 PM,Between 6:00 pm and 10:00 pm,6/5/2015,6/6/2015
789801891,-22.74,3.36 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/8/2015
346082812,-9.99,1.55 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/6/2015
236354054,-21.47,2.11 PM,Between 6:00 pm and 10:00 pm,6/5/2015,6/9/2015
831023457,-8.29,2.09 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/6/2015
891534453,-0.71,2.21 PM,Between 10:00 am and 2:00 pm,6/5/2015,6/9/2015
510791461,-14.85,4.11 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/9/2015
520524576,    ,7.48 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/19/2015
944079215,-9.14,3.51 PM,Between 6:00 pm and 10:00 pm,6/5/2015,6/8/2015
508140566,-2.97,3.28 PM,Between 10:00 am and 2:00 pm,6/5/2015,6/9/2015
329018951,-14.44,12.01 AM,Between 10:00 am and 2:00 pm,6/10/2015,6/13/2015
639881567,-6.7,4.29 PM,Between 10:00 am and 2:00 pm,6/5/2015,6/8/2015
425617608,-11.75,8.15 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/9/2015
801205878,-15.55,5.16 PM,Between 10:00 am and 2:00 pm,6/5/2015,6/8/2015
917525072,-8.64,3.55 PM,Between 6:00 pm and 10:00 pm,5/26/2015,5/27/2015
64999665,-3.21,5.09 PM,Between 6:00 pm and 5:59 pm (next day),5/26/2015,5/28/2015
333602496,-2.05,12.08 PM,Between 10:00 am and 2:00 pm,5/27/2015,5/29/2015
772163935,-33.54,8.59 PM,Between 10:00 am and 2:00 pm,5/26/2015,5/28/2015
324020217,-14.79,11.46 PM,Between 2:00 pm and 6:00 pm,5/26/2015,5/29/2015
892236822,-7.49,9.01 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/5/2015
249167191,    ,10.56 PM,Between 10:00 am and 2:00 pm,5/26/2015,5/30/2015
47848545,-8.25,9.28 AM,Between 10:00 am and 2:00 pm,5/27/2015,6/1/2015
24595528,-9.29,9.44 AM,Between 10:00 am and 2:00 pm,5/27/2015,5/28/2015
473617109,-12.04,1.21 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/29/2015
847571694,-0.95,5:00 PM,Between 6:00 pm and 10:00 pm,5/28/2015,5/30/2015
705382183,-13.39,2.12 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/28/2015
488940943,-6.9,8.53 PM,Between 10:00 am and 2:00 pm,5/30/2015,6/3/2015
478119980,-7.49,2.48 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/28/2015
62401184,-5.05,1.27 AM,Between 6:00 pm and 10:00 pm,6/3/2015,6/4/2015
876640687,-1.55,4.33 PM,Between 10:00 am and 2:00 pm,5/27/2015,6/1/2015
479640890,-12.8,11.06 AM,Between 6:00 pm and 10:00 pm,5/28/2015,5/30/2015
355606802,-1.4,11.32 PM,Between 10:00 am and 2:00 pm,6/12/2015,6/16/2015
638796036,-28.68,6.34 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/29/2015
21386458,-9.24,7.09 PM,Between 10:00 am and 2:00 pm,5/27/2015,5/29/2015
593955497,-3.95,9.52 PM,Between 10:00 am and 2:00 pm,5/27/2015,5/31/2015
714174459,-14.49,9.45 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/29/2015
445118735,-10.65,9.48 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/30/2015
828533489,-14.64,9.56 PM,Between 10:00 am and 2:00 pm,5/27/2015,6/3/2015
354545277,-37.55,10.13 PM,Between 10:00 am and 2:00 pm,5/27/2015,5/31/2015
105259934,-7.49,10.18 PM,Between 6:00 pm and 10:00 pm,5/27/2015,6/1/2015
440187552,-10.44,10.37 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/30/2015
222899835,-18.24,11.17 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/30/2015
878958684,-38.84,7.36 AM,Between 6:00 pm and 10:00 pm,5/28/2015,5/29/2015
664086763,-13.19,9.33 AM,Between 10:00 am and 2:00 pm,5/28/2015,5/30/2015
50439274,-7.75,9.58 AM,Between 10:00 am and 2:00 pm,5/28/2015,6/1/2015
432844554,-47.89,12.27 PM,Between 2:00 pm and 6:00 pm,5/28/2015,6/1/2015
21867253,-31.88,1:00 PM,Between 6:00 pm and 10:00 pm,5/28/2015,6/1/2015
216162129,-7.49,1.15 PM,Between 2:00 pm and 6:00 pm,5/28/2015,6/1/2015
818045771,-15.75,9.03 PM,Between 6:00 pm and 10:00 pm,5/28/2015,5/30/2015
574932182,-4.3,2.59 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/3/2015
14897007,-6.45,2.44 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/4/2015
629166575,-2.2,6.16 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/4/2015
876348270,-33.43,7.14 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/3/2015
690938857,-2.25,6.23 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/4/2015
615762511,    ,6.26 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/3/2015
426798592,    ,9.13 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/3/2015
151477129,    ,8.5 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/3/2015
691439727,-10.79,9.38 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/4/2015
937237203,    ,2.08 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/4/2015
576038491,-15.76,11.34 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/4/2015
599109556,-22.19,12.24 AM,Between 10:00 am and 2:00 pm,6/2/2015,6/4/2015
401996374,-3.4,2.12 AM,Between 2:00 pm and 6:00 pm,6/2/2015,6/4/2015
411662965,-22.29,11.23 AM,Between 2:00 pm and 6:00 pm,6/2/2015,6/3/2015
794962011,-27.04,4.48 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/9/2015
547101355,-10.95,10.06 AM,Between 10:00 am and 2:00 pm,6/4/2015,6/8/2015
261584815,    ,11.51 AM,Between 10:00 am and 2:00 pm,6/9/2015,6/13/2015
860189661,-17.09,7.13 PM,Between 6:00 pm and 10:00 pm,6/2/2015,6/4/2015
335477886,-27.7,6.37 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/4/2015
700786709,-9.94,7.05 PM,Between 6:00 pm and 10:00 pm,6/2/2015,6/4/2015
556363833,-7.49,7.14 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/5/2015
232033787,    ,7.59 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/6/2015
795589903,-23.99,8.3 PM,Between 10:00 am and 2:00 pm,6/2/2015,6/5/2015
92983788,-17.14,8.55 PM,Between 6:00 pm and 10:00 pm,6/2/2015,6/5/2015
869830507,-12.04,9.17 PM,Between 2:00 pm and 6:00 pm,6/4/2015,6/8/2015
214119822,-3.1,5.44 PM,Between 2:00 pm and 6:00 pm,6/9/2015,6/12/2015
911898422,    ,10.57 AM,Between 10:00 am and 2:00 pm,6/8/2015,6/11/2015
373024612,-20.6,1.51 PM,Between 10:00 am and 2:00 pm,6/8/2015,6/11/2015
657600778,-1.58,11.49 AM,Between 2:00 pm and 6:00 pm,6/8/2015,6/11/2015
794209812,-10,5.06 PM,Between 6:00 pm and 10:00 pm,6/8/2015,6/13/2015
150781683,-18.79,12.12 PM,Between 6:00 pm and 10:00 pm,6/11/2015,6/15/2015
303620150,-14.4,12.45 PM,Between 6:00 pm and 10:00 pm,6/8/2015,6/13/2015
93958755,    ,12.1 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/13/2015
867734430,-14.45,5.28 PM,Between 2:00 pm and 6:00 pm,6/22/2015,6/23/2015
630239681,-4.25,1.49 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/12/2015
5918654,-10,2.18 PM,Between 10:00 am and 2:00 pm,6/8/2015,6/12/2015
458147361,-16.84,11.05 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/20/2015
557636548,-7.49,2.29 PM,Between 10:00 am and 2:00 pm,6/8/2015,6/12/2015
986254159,-5.93,2.43 PM,Between 6:00 pm and 5:59 pm (next day),6/8/2015,6/11/2015
861207268,-3.21,3.14 PM,Between 6:00 pm and 5:59 pm (next day),6/8/2015,6/12/2015
453392571,-6.59,11.22 AM,Between 10:00 am and 2:00 pm,6/12/2015,6/15/2015
915542256,-11.13,3.58 PM,Between 10:00 am and 2:00 pm,6/8/2015,6/12/2015
596055708,-7.49,6.06 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/19/2015
661023809,    ,9.52 AM,Between 2:00 pm and 6:00 pm,6/9/2015,6/11/2015
704562674,-29.35,5.09 PM,Between 6:00 pm and 10:00 pm,6/8/2015,6/13/2015
205297719,-1.6,5.17 PM,Between 6:00 pm and 10:00 pm,6/8/2015,6/13/2015
428042751,    ,6.5 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/13/2015
644680240,-71.54,10:00 AM,Between 6:00 pm and 10:00 pm,6/9/2015,6/11/2015
415894640,-47.33,7.09 PM,Between 10:00 am and 2:00 pm,6/8/2015,6/12/2015
565308390,-4.95,7.27 PM,Between 10:00 am and 2:00 pm,6/8/2015,6/12/2015
48883859,-12,8.36 PM,Between 10:00 am and 2:00 pm,6/8/2015,6/12/2015
696817479,-2.7,7.12 PM,Between 6:00 pm and 10:00 pm,6/8/2015,6/12/2015
348345278,-7.49,11.48 AM,Between 2:00 pm and 6:00 pm,6/9/2015,6/12/2015
149095696,-6.1,8.1 PM,Between 6:00 pm and 10:00 pm,6/8/2015,6/12/2015
908199989,-10.89,10.41 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/18/2015
400100630,    ,9.5 PM,Between 10:00 am and 2:00 pm,6/9/2015,6/13/2015
17600841,-20.9,8.26 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/12/2015
304996591,-1.45,8.46 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/11/2015
491041567,-9.99,8.47 PM,Between 6:00 pm and 10:00 pm,6/8/2015,6/13/2015
669100113,-10.19,10.34 PM,Between 10:00 am and 2:00 pm,6/8/2015,6/13/2015
647054263,-7.49,10.3 PM,Between 6:00 pm and 10:00 pm,6/8/2015,6/13/2015
691213098,-22,10.4 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/17/2015
949047568,-7.49,10.18 PM,Between 6:00 pm and 10:00 pm,6/8/2015,6/15/2015
235305819,    ,10.44 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/12/2015
945394545,    ,11.16 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/13/2015
18027326,-3.21,11.08 PM,Between 6:00 pm and 5:59 pm (next day),6/8/2015,6/11/2015
801727111,    ,11.08 PM,Between 6:00 pm and 10:00 pm,6/8/2015,6/12/2015
840167803,    ,11.27 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/12/2015
236879848,-10,11.55 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/12/2015
156762935,-33.7,11.2 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/11/2015
826854062,-23.49,7.28 PM,Between 2:00 pm and 6:00 pm,6/11/2015,6/15/2015
158972014,-7.49,11.52 PM,Between 6:00 pm and 10:00 pm,6/8/2015,6/12/2015
584721424,-31.05,11.39 PM,Between 10:00 am and 2:00 pm,6/8/2015,6/13/2015
722257773,-24.19,12.14 AM,Between 10:00 am and 2:00 pm,6/9/2015,6/12/2015
777756492,-15.99,12.04 AM,Between 2:00 pm and 6:00 pm,6/9/2015,6/12/2015
723686650,-10,12.51 AM,Between 10:00 am and 2:00 pm,6/9/2015,6/12/2015
790732078,-13.21,4.37 PM,Between 6:00 pm and 5:59 pm (next day),6/9/2015,6/12/2015
274038947,-1.4,3:00 PM,Between 6:00 pm and 10:00 pm,6/10/2015,6/12/2015
834633679,-32.79,8.46 AM,Between 10:00 am and 2:00 pm,6/9/2015,6/11/2015
176072493,-46.09,10.35 AM,Between 10:00 am and 2:00 pm,6/9/2015,6/11/2015
356723948,-2.75,10.46 AM,Between 10:00 am and 2:00 pm,6/9/2015,6/12/2015
854176193,-16.69,10.47 AM,Between 10:00 am and 2:00 pm,6/11/2015,6/15/2015
6563647,-7.49,9.59 PM,Between 10:00 am and 2:00 pm,6/10/2015,6/15/2015
107249857,    ,11.06 AM,Between 6:00 pm and 10:00 pm,6/9/2015,6/11/2015
385669816,-9.85,11.1 AM,Between 10:00 am and 2:00 pm,6/9/2015,6/13/2015
703127060,-9.49,11.16 AM,Between 2:00 pm and 6:00 pm,6/9/2015,6/11/2015
53173419,-7.49,4.5 PM,Between 6:00 pm and 10:00 pm,5/26/2015,5/27/2015
554188094,-3.21,4.2 PM,Between 6:00 pm and 5:59 pm (next day),5/26/2015,5/30/2015
152503249,-11.35,5.03 PM,Between 2:00 pm and 6:00 pm,5/26/2015,5/28/2015
109457734,-28.25,4.16 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/17/2015
650725074,-0.65,8.19 PM,Between 6:00 pm and 10:00 pm,5/26/2015,5/29/2015
636703887,-23.14,5.19 PM,Between 10:00 am and 2:00 pm,6/21/2015,6/24/2015
740402200,-20.8,9.42 AM,Between 2:00 pm and 6:00 pm,6/1/2015,6/8/2015
691635945,    ,12.15 AM,Between 10:00 am and 2:00 pm,5/27/2015,5/28/2015
599212669,    ,4.33 AM,Between 10:00 am and 2:00 pm,5/27/2015,5/29/2015
492640546,-1.25,3.1 AM,Between 6:00 pm and 10:00 pm,5/27/2015,5/28/2015
626598420,-9.04,11.41 AM,Between 10:00 am and 2:00 pm,5/27/2015,6/1/2015
115082735,-8.94,12.19 AM,Between 6:00 pm and 10:00 pm,6/2/2015,6/3/2015
177373108,-8.23,3.12 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/29/2015
266064364,-18.19,3.1 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/29/2015
241959876,-15.1,10.52 AM,Between 10:00 am and 2:00 pm,6/4/2015,6/6/2015
548015449,-13.34,2.29 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/28/2015
28046857,-9.89,1.57 PM,Between 10:00 am and 2:00 pm,5/27/2015,5/30/2015
679799863,-10.69,3.24 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/29/2015
872566006,-5.97,12.26 PM,Between 10:00 am and 2:00 pm,5/28/2015,6/1/2015
676235284,-41.99,10.27 AM,Between 10:00 am and 2:00 pm,5/28/2015,6/2/2015
495219137,-13.08,10.42 AM,Between 10:00 am and 2:00 pm,5/28/2015,6/1/2015
340067948,-30.44,11.26 AM,Between 6:00 pm and 10:00 pm,5/28/2015,5/29/2015
462967087,-0.81,2.22 PM,Between 2:00 pm and 6:00 pm,6/3/2015,6/4/2015
919263599,-43.91,1.07 PM,Between 6:00 pm and 5:59 pm (next day),5/28/2015,5/30/2015
333221968,-4.46,4.17 PM,Between 6:00 pm and 5:59 pm (next day),5/28/2015,6/2/2015
268508453,-12,10.49 PM,Between 10:00 am and 2:00 pm,5/28/2015,5/30/2015
616199245,-14.5,10.36 PM,Between 6:00 pm and 10:00 pm,5/28/2015,6/2/2015
770688299,-11.44,10.49 PM,Between 6:00 pm and 10:00 pm,5/28/2015,6/1/2015
292021984,-7.49,6.31 AM,Between 2:00 pm and 6:00 pm,5/29/2015,5/30/2015
866654165,-1.05,10.32 AM,Between 10:00 am and 2:00 pm,5/29/2015,6/1/2015
425145997,-5.85,12.33 PM,Between 2:00 pm and 6:00 pm,5/29/2015,5/30/2015
241471694,-8.45,3.02 PM,Between 10:00 am and 2:00 pm,5/29/2015,6/1/2015
217592648,-5.78,5.35 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/4/2015
21948660,-22.4,2.25 PM,Between 6:00 pm and 10:00 pm,5/29/2015,5/30/2015
527042235,-16.1,9.08 AM,Between 10:00 am and 2:00 pm,5/31/2015,6/2/2015
463155250,-15.15,3.48 PM,Between 2:00 pm and 6:00 pm,5/29/2015,6/1/2015
189652074,-22.58,4.16 PM,Between 10:00 am and 2:00 pm,5/29/2015,6/3/2015
247221549,-21.89,4.31 PM,Between 2:00 pm and 6:00 pm,5/29/2015,6/1/2015
595901737,-1.3,6.19 PM,Between 6:00 pm and 10:00 pm,5/29/2015,6/1/2015
920095386,-20.99,2.41 PM,Between 2:00 pm and 6:00 pm,6/4/2015,6/5/2015
466936059,-9.54,2.45 PM,Between 6:00 pm and 10:00 pm,5/30/2015,6/2/2015
277851408,-17.34,7.27 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/11/2015
100201627,-14.09,8.52 PM,Between 2:00 pm and 6:00 pm,6/7/2015,6/11/2015
637067754,-13.19,8.22 PM,Between 2:00 pm and 6:00 pm,5/30/2015,6/8/2015
91592926,-7.35,11.03 PM,Between 6:00 pm and 10:00 pm,5/29/2015,6/2/2015
161815535,    ,12.16 PM,Between 6:00 pm and 10:00 pm,6/9/2015,6/11/2015
573130457,-14,7.59 AM,Between 10:00 am and 2:00 pm,5/30/2015,6/2/2015
475790206,-37.89,11.36 AM,Between 6:00 pm and 10:00 pm,5/30/2015,6/1/2015
40107108,-46.54,10.18 AM,Between 6:00 pm and 10:00 pm,5/30/2015,6/1/2015
665801951,-3.21,10.04 AM,Between 6:00 pm and 5:59 pm (next day),5/30/2015,6/1/2015
328735900,    ,11.25 AM,Between 2:00 pm and 6:00 pm,5/30/2015,6/1/2015
647843816,-31.6,10.2 PM,Between 10:00 am and 2:00 pm,5/31/2015,6/3/2015
745115536,-5.9,11.42 AM,Between 2:00 pm and 6:00 pm,5/30/2015,6/1/2015
901672742,-7.49,11.59 AM,Between 2:00 pm and 6:00 pm,5/30/2015,6/2/2015
502056922,-7.49,12.35 PM,Between 2:00 pm and 6:00 pm,5/30/2015,6/4/2015
280784797,-22.7,3.17 PM,Between 2:00 pm and 6:00 pm,5/30/2015,6/2/2015
784474216,-12.39,3.32 PM,Between 6:00 pm and 10:00 pm,5/30/2015,6/5/2015
304968375,-11.09,8.4 AM,Between 2:00 pm and 6:00 pm,6/7/2015,6/11/2015
883584600,-7.49,12.16 PM,Between 10:00 am and 2:00 pm,6/19/2015,6/23/2015
804477295,-3.6,6.28 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/6/2015
767150709,-7.49,7.08 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/8/2015
574556596,-7.49,8.04 PM,Between 6:00 pm and 10:00 pm,6/5/2015,6/8/2015
830041662,-22.04,7.34 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/9/2015
98359153,-19.39,8.16 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/8/2015
67425978,    ,7.3 PM,,6/5/2015,
210162250,-14.69,7.36 PM,Between 10:00 am and 2:00 pm,6/5/2015,6/9/2015
176096857,-1.04,7.5 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/8/2015
790189016,-21.69,8.06 PM,Between 6:00 pm and 10:00 pm,6/5/2015,6/9/2015
788305144,-25.2,1.25 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/15/2015
442435788,    ,9.13 PM,Between 10:00 am and 2:00 pm,6/5/2015,6/9/2015
118721014,-27.09,12.34 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/8/2015
677309247,-15.69,9.5 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/9/2015
928702888,-22.45,11.12 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/8/2015
984090296,-17.49,9.52 PM,Between 6:00 pm and 10:00 pm,6/5/2015,6/8/2015
348739540,    ,9.54 PM,Between 6:00 pm and 10:00 pm,6/5/2015,6/9/2015
332614429,-4.15,10.43 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/9/2015
474882255,-17.69,11.17 PM,Between 2:00 pm and 6:00 pm,6/5/2015,6/9/2015
245420186,-17.04,10.55 PM,Between 6:00 pm and 10:00 pm,6/5/2015,6/8/2015
820629284,-21.59,10.29 AM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
571155951,-15.39,9.54 PM,Between 2:00 pm and 6:00 pm,6/7/2015,6/11/2015
363997853,    ,12.25 AM,Between 2:00 pm and 6:00 pm,6/11/2015,6/13/2015
855836081,-10.41,2.24 AM,Between 6:00 pm and 5:59 pm (next day),6/6/2015,6/8/2015
605460984,-13.24,11.41 PM,Between 2:00 pm and 6:00 pm,6/6/2015,6/11/2015
836609229,-32.59,9.37 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/9/2015
181225709,-17.89,8.1 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/9/2015
541114040,-2,12.02 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/9/2015
833700372,-0.65,9.53 AM,Between 6:00 pm and 10:00 pm,6/6/2015,6/9/2015
744056832,-46.99,9.32 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/9/2015
76866264,-5.7,9.26 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/9/2015
593974382,-8.39,9.46 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/11/2015
17557240,-3.9,10.2 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/11/2015
250271002,-7.49,9.48 AM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
757145942,    ,1.03 AM,Between 6:00 pm and 10:00 pm,6/10/2015,6/18/2015
330698069,-12.49,7.3 AM,Between 6:00 pm and 10:00 pm,6/7/2015,6/9/2015
267671990,-20.34,10.04 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/9/2015
137665967,    ,10.06 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/9/2015
405663775,-22.79,10.16 AM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
522603289,-24.89,10.27 AM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
234773876,    ,10.28 AM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
409372833,-28.04,12.26 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
686011295,-13.46,10.33 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/9/2015
725373634,-0.65,10.37 AM,Between 10:00 am and 2:00 pm,6/6/2015,6/9/2015
476750240,-1.15,10.46 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/8/2015
88983108,-52.34,4.1 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/15/2015
259487648,-29.49,11.31 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/8/2015
390901460,-3.5,12.5 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
880432885,-2.2,11.01 AM,Between 10:00 am and 2:00 pm,6/6/2015,6/13/2015
589250489,-1.05,11.31 AM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
856146272,-18.39,11.26 AM,Between 6:00 pm and 10:00 pm,6/6/2015,6/8/2015
283375313,-30.54,11.31 AM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
615068594,-12.54,11.49 AM,Between 6:00 pm and 10:00 pm,6/6/2015,6/8/2015
479650989,-21.04,11.17 AM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
666033037,-31.27,11.17 AM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
875459349,-11.69,11.42 AM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
276137621,-10.5,11.24 AM,Between 2:00 pm and 6:00 pm,6/6/2015,6/8/2015
704507786,    ,4.03 PM,Between 6:00 pm and 10:00 pm,5/26/2015,5/29/2015
772308718,    ,3.25 PM,Between 10:00 am and 2:00 pm,5/26/2015,5/29/2015
363701784,-7.49,3.27 PM,Between 6:00 pm and 10:00 pm,5/26/2015,5/28/2015
147785014,-24.4,2.07 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/29/2015
153078056,-8.94,11.49 PM,Between 6:00 pm and 10:00 pm,7/1/2015,7/3/2015
166343371,-5.7,2.22 PM,Between 2:00 pm and 6:00 pm,7/1/2015,7/3/2015
422993776,-14.39,4.27 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/28/2015
75831293,-3.5,10:00 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/29/2015
357722375,-35.1,11.3 AM,Between 10:00 am and 2:00 pm,5/28/2015,6/1/2015
351363370,-2.25,10.09 AM,Between 2:00 pm and 6:00 pm,5/28/2015,5/29/2015
177323815,-3.35,1.33 AM,Between 6:00 pm and 10:00 pm,5/29/2015,5/30/2015
29473834,-9.1,9.44 AM,Between 2:00 pm and 6:00 pm,6/1/2015,6/5/2015
270706780,-3.95,12.08 PM,Between 10:00 am and 2:00 pm,5/28/2015,6/4/2015
239058315,-7.49,9.08 PM,Between 10:00 am and 2:00 pm,6/4/2015,6/8/2015
302995700,    ,12.39 PM,Between 2:00 pm and 6:00 pm,5/28/2015,6/1/2015
54590744,-0.55,1.04 PM,Between 6:00 pm and 10:00 pm,5/28/2015,6/1/2015
557992378,-7.49,2.45 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/24/2015
412694999,-52.8,3:00 PM,Between 2:00 pm and 6:00 pm,5/28/2015,5/30/2015
189439572,-2.5,3.22 PM,Between 2:00 pm and 6:00 pm,5/29/2015,5/30/2015
157675082,-33.14,4.04 PM,Between 10:00 am and 2:00 pm,5/29/2015,6/2/2015
912102165,-33.64,9.34 PM,Between 10:00 am and 2:00 pm,5/29/2015,6/4/2015
44752028,-1.46,4.46 PM,Between 10:00 am and 2:00 pm,5/29/2015,6/1/2015
413404077,-2.75,2.59 PM,Between 6:00 pm and 10:00 pm,5/30/2015,6/1/2015
918618854,-14.54,12.2 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/4/2015
10106419,-5.9,12.59 PM,Between 6:00 pm and 10:00 pm,6/1/2015,6/2/2015
390105942,-14.49,9.42 PM,Between 6:00 pm and 10:00 pm,6/2/2015,6/4/2015
757226904,-24.64,9.59 AM,Between 6:00 pm and 10:00 pm,6/2/2015,6/3/2015
984757797,-9.39,10.05 AM,Between 10:00 am and 2:00 pm,6/2/2015,6/8/2015
833351213,-18.94,10.07 AM,Between 2:00 pm and 6:00 pm,6/2/2015,6/3/2015
751443050,-10.09,11.19 AM,Between 2:00 pm and 6:00 pm,6/2/2015,6/3/2015
484965430,-5.66,10.28 AM,Between 10:00 am and 2:00 pm,6/2/2015,6/3/2015
368861678,-11.19,10.38 AM,Between 6:00 pm and 10:00 pm,6/2/2015,6/3/2015
